Title	Type	Episodes	Members	Score	Users	Rank	Popularity	Description	Related	Characters	Voices	Staff
Shingeki no Kyojin Season 3 Part 2	TV	10	1596039	9.09	1087519	3	33	n	['Adaptation: Shingeki no Kyojin', 'Prequel: Shingeki no Kyojin Season 3', 'Sequel: Shingeki no Kyojin: The Final Season', 'Summary: Shingeki no Kyojin: Chronicle']	['Levi', 'Yeager, Eren', 'Ackerman, Mikasa', 'Arlert, Armin', 'Smith, Erwin', 'Zoë, Hange', 'Blouse, Sasha', 'Braun, Reiner', 'Kirstein, Jean', 'Leonhart, Annie']	['Kamiya, Hiroshi', 'Kaji, Yuki', 'Ishikawa, Yui', 'Inoue, Marina', 'Ono, Daisuke', 'Park, Romi', 'Kobayashi, Yuu', 'Hosoya, Yoshimasa', 'Taniyama, Kishou', 'Shimamura, Yuu']	[['Yabuta, Shuuhei', 'Producer'], ['Wada, Jouji', 'Producer'], ['Morishita, Katsuji', 'Producer, Planning'], ['Nakatake, Tetsuya', 'Producer']]
