Title	Type	Episodes	Members	Score	Users	Rank	Popularity	Description	Related	Characters	Voices	Staff
Gintama°	TV	51	483807	9.09	169476	2	337	e	['Adaptation: Gintama', 'Prequel: Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare', 'Side story: Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue', 'Sequel: Gintama.']	['Sakata, Gintoki', 'Kagura', 'Shimura, Shinpachi', 'Katsura, Kotarou', 'Hijikata, Toushirou', 'Okita, Sougo', 'Takasugi, Shinsuke', 'Tsukuyo', 'Hasegawa, Taizou', 'Kamui']	['Sugita, Tomokazu', 'Kugimiya, Rie', 'Sakaguchi, Daisuke', 'Ishida, Akira', 'Nakai, Kazuya', 'Suzumura, Kenichi', 'Koyasu, Takehito', 'Kaida, Yuuko', 'Tachiki, Fumihiko', 'Hino, Satoshi']	[['Fujita, Youichi', 'Director, Storyboard, Planning'], ['Miyawaki, Chizuru', 'Director, Storyboard, Key Animation'], ['Takamatsu, Shinji', 'Sound Director'], ['Yoshimura, Ai', 'Episode Director']]
