Title	Type	Episodes	Members	Score	Users	Rank	Popularity	Description	Related	Characters	Voices	Staff
Fruits Basket: The Final	TV	13	275214	9.07	113310	5	651	u	['Adaptation: Fruits Basket', 'Prequel: Fruits Basket 2nd Season', 'Summary: Fruits Basket: Prelude']	['Souma, Kyou', 'Honda, Tooru', 'Souma, Yuki', 'Souma, Hatsuharu', 'Souma, Momiji', 'Souma, Shigure', 'Souma, Ayame', 'Souma, Hatori', 'Hanajima, Saki', 'Souma, Isuzu']	['Uchida, Yuuma', 'Iwami, Manaka', 'Shimazaki, Nobunaga', 'Furukawa, Makoto', 'Han, Megumi', 'Nakamura, Yuuichi', 'Sakurai, Takahiro', 'Okitsu, Kazuyuki', 'Satou, Satomi', 'Toyosaki, Aki']	[['Ibata, Yoshihide', 'Director'], ['Aketagawa, Jin', 'Sound Director'], ['WARPs UP', 'Theme Song Performance'], ['GENIC', 'Theme Song Performance']]
